65000020-062,長江里,三重區,新北市,281540,259293,253767,242996,215274,263276,237432,348647,442870,412194,486672,307980,264020,242078,223132,238386,215011,279016,246042,396171,612170,418948,412508,293499,494574,6040
65000020-063,長泰里,三重區,新北市,318477,297462,285428,289963,264072,320578,288380,421338,536550,500456,598088,368936,311886,284693,263479,280942,236006,344500,349955,497412,726812,477599,451081,340355,597164,0
65000020-064,長福里,三重區,新北市,212150,204450,203134,198239,178380,213727,188183,282614,362212,343701,415602,256628,217201,197448,182467,192924,164177,232589,229664,333248,489207,326346,307717,236507,418148,0
65000020-074,信安里,三重區,新北市,331232,313287,308380,301221,251950,343499,334868,476946,638719,517534,572976,363900,294689,300326,310278,296117,220552,358166,410482,529330,740551,471365,433473,337919,601347,0
65000020-083,厚德里,三重區,新北市,489305,467819,474088,441079,359693,493138,474347,692457,918504,783199,908268,534195,407056,441361,471695,448258,336376,537828,599197,798510,1155168,707440,633455,507263,913410,72
65000020-071,奕壽里,三重區,新北市,330673,323829,325421,313828,267044,355843,356883,477310,578188,530027,611209,390520,331812,309489,299254,298460,235708,363330,390705,535321,752405,499281,476903,354059,603547,9576
65000020-012,重明里,三重區,新北市,19912,501196,446514,403829,442040,361649,560788,613089,811336,1229539,654500,531507,477984,456577,454173,460139,445554,294541,581618,853978,854382,1078103,631302,539029,467767,863082
65000020-044,重陽里,三重區,新北市,535309,507699,519369,473416,402537,515667,494408,707868,838289,861078,1044168,602633,508232,477327,459378,471365,420607,527391,460320,791205,1158921,863987,904218,577888,871126,101001
65000020-046,重新里,三重區,新北市,296534,265162,252455,249648,225548,283721,286225,380470,433746,444428,508861,308401,276871,249187,234087,244760,218348,283752,277649,423143,568438,407208,396074,286252,412182,88269
65000020-043,國隆里,三重區,新北市,358030,323674,312101,304820,273778,327529,287093,429577,530112,542243,696408,400485,329746,301047,278047,297847,270058,346845,299889,492419,766736,534236,538155,368320,620403,0
65000020-082,崇德里,三重區,新北市,507804,521947,549486,508898,420091,561573,546537,766147,996953,841603,927144,623576,530647,512659,513186,494267,379771,591801,638710,873845,1250571,817032,765346,585131,1031044,946
65000020-039,清和里,三重區,新北市,677156,623312,618113,576392,497034,612028,555664,811216,973948,1014740,1304173,763504,639242,574369,531504,557707,517797,626428,498099,888192,1410969,1053608,1123705,717515,1165833,12320
65000020-003,頂崁里,三重區,新北市,485247,449427,425983,425568,376553,491116,505511,668253,810414,738017,785618,507035,433757,446188,443921,443041,363367,531173,604961,755647,984365,665102,597026,494587,727352,168758
65000020-110,博愛里,三重區,新北市,581,533477,459212,418971,435712,343600,545299,604138,806367,1188173,693966,589589,509839,492368,458386,434824,450328,322949,594021,827493,858586,1078006,671164,610942,478248,852175
65000020-105,富貴里,三重區,新北市,17854,1246034,1037833,873087,1032114,953226,1293595,1334241,1711664,2488395,1413031,1142936,1075746,1055953,1031567,1017054,1023052,729557,1324907,1929643,1794136,2124939,1334852,1111434,1064955,2075532
65000020-107,富福里,三重區,新北市,2469,200732,198281,183994,210370,172298,291849,339691,423066,596118,353204,297374,265121,260017,241374,225775,240099,173453,321970,465900,452989,543481,349000,310836,262817,483052
65000020-024,菜寮里,三重區,新北市,6994,278130,267338,246915,271989,229048,342552,382066,472791,677275,380573,319894,274529,249563,260565,258230,274524,203855,362370,518476,488037,587147,360276,299024,282318,548864
65000020-059,開元里,三重區,新北市,179574,165565,162644,155560,135624,168721,158586,220032,260248,265068,334336,200710,167639,153562,142922,151308,136774,174718,153576,244330,375664,257381,252434,181287,311480,0
65000020-079,順德里,三重區,新北市,289243,274145,262983,264827,231993,301540,283762,407803,533787,455679,504184,331153,289240,266479,249990,263817,214456,324909,344612,475378,681988,433013,401164,306076,526256,20605
65000020-102,慈化里,三重區,新北市,4800,336732,298461,269468,294509,241382,376824,413352,550700,812310,467314,397328,339952,326727,303828,285369,301196,222940,398510,540686,565875,711630,444134,404620,317706,563240
65000020-099,慈生里,三重區,新北市,226,311994,305268,301625,302326,245329,360058,381752,506622,738642,440231,375579,327137,309753,302356,307439,290054,198704,365026,493661,541725,702679,433469,386247,314715,570950
65000020-103,慈祐里,三重區,新北市,10520,669210,592212,537321,580371,482257,725630,794085,1020920,1476800,853559,701469,643931,635806,599298,575746,584631,421207,756940,1060405,1054961,1287039,817130,722407,612247,1131131
65000020-098,慈福里,三重區,新北市,7137,305280,290727,280582,288480,235679,349237,372912,491608,716336,421667,359877,311435,295432,285962,285691,276808,192284,352883,476949,519553,673655,410770,367210,295748,529718
65000020-093,溪美里,三重區,新北市,26995,1131520,968821,870315,929423,742210,1182806,1313995,1743608,2581151,1457730,1219042,1068156,1032849,972634,928372,959870,680834,1276460,1833905,1821598,2219526,1401910,1279707,1010440,1795544
65000020-081,瑞德里,三重區,新北市,307425,302851,305950,295245,250471,329690,313978,449674,592699,500993,557257,367213,314476,294718,282931,287989,231053,350072,367966,512503,748542,477776,441475,341254,605037,0
65000020-066,萬壽里,三重區,新北市,253442,242277,240267,233612,207271,253483,225592,337890,436053,407929,492142,297405,245099,232031,220209,231482,196345,278470,277098,396320,581527,381632,360944,271215,474950,0
65000020-010,過田里,三重區,新北市,6263,902517,783504,695912,768111,641375,974908,1080566,1373226,1998184,1118466,911578,833849,807456,789905,795629,767165,520159,987303,1437758,1418345,1714225,1103354,1007026,804231,1444860
65000020-108,碧華里,三重區,新北市,83790,1389454,1166028,1019250,1131633,1001118,1401094,1461148,1891718,2711358,1569323,1287149,1206061,1193305,1148260,1114593,1130232,843791,1463278,1988267,1968001,2396796,1482694,1236595,1168122,2213318
65000020-009,福民里,三重區,新北市,11727,446762,397282,339496,408447,378074,522487,536069,706039,1026946,605684,525803,440059,412861,396587,368545,407948,301245,557310,828527,753569,862760,569655,498761,446220,843557
65000020-073,福安里,三重區,新北市,458526,438197,429013,427997,365121,491343,476213,675433,905761,724695,781559,523486,440765,433840,443213,418212,303056,510186,601325,765399,1070531,667971,598917,481556,868750,0
65000020-038,福利里,三重區,新北市,317044,309240,326785,283910,236968,293603,269402,387973,465860,481557,610719,368541,298056,294329,293011,292691,267200,322728,261201,450761,692174,526739,566847,357131,582135,0
65000020-037,福星里,三重區,新北市,149209,135358,134044,124106,104136,134876,128670,180898,216729,218495,274024,164748,137867,125931,120566,120393,105468,135147,114275,194051,300723,222845,238265,149714,243787,0
